Record Length,2.500000e+03,,  -0.000028000000,  -9.80000,
Sample Interval,2.000000e-07,,  -0.000027800000,  -9.60000,
Trigger Point,1.400000000000e+02,,  -0.000027600000,  -9.80000,
,,,  -0.000027400000,  -9.80000,
,,,  -0.000027200000, -10.00000,
,,,  -0.000027000000,  -9.80000,
Source,CH1,,  -0.000026800000, -10.00000,
Vertical Units,V,,  -0.000026600000, -10.20000,
Vertical Scale,5.000000e+00,,  -0.000026400000, -10.00000,
Vertical Offset,-1.020000e+01,,  -0.000026200000, -10.20000,
Horizontal Units,s,,  -0.000026000000, -10.20000,
Horizontal Scale,5.000000e-05,,  -0.000025800000, -10.40000,
Pt Fmt,Y,,  -0.000025600000, -10.20000,
Yzero,0.000000e+00,,  -0.000025400000, -10.40000,
Probe Atten,1.000000e+00,,  -0.000025200000, -10.40000,
Model Number,TDS1012B,,  -0.000025000000, -10.60000,
Serial Number,C063631,,  -0.000024800000, -10.20000,
Firmware Version,FV:v22.01,,  -0.000024600000, -10.00000,
,,,-00.000024400000, -10.40000,
,,,-00.000024200000, -10.80000,
,,,-00.000024000000, -10.40000,
,,,-00.000023800000, -10.60000,
,,,-00.000023600000, -10.60000,
,,,-00.000023400000, -11.00000,
,,,-00.000023200000, -11.00000,
,,,-00.000023000000, -10.60000,
,,,-00.000022800000, -10.40000,
,,,-00.000022600000, -10.80000,
,,,-00.000022400000, -10.80000,
,,,-00.000022200000, -10.80000,
,,,-00.000022000000, -11.00000,
,,,-00.000021800000, -11.20000,
,,,-00.000021600000, -11.00000,
,,,-00.000021400000, -11.00000,
,,,-00.000021200000, -11.20000,
,,,-00.000021000000, -11.20000,
,,,-00.000020800000, -11.20000,
,,,-00.000020600000, -11.20000,
,,,-00.000020400000, -11.20000,
,,,-00.000020200000, -11.20000,
,,,-00.000020000000, -11.20000,
,,,-00.000019800000, -11.00000,
,,,-00.000019600000, -11.40000,
,,,-00.000019400000, -11.40000,
,,,-00.000019200000, -11.20000,
,,,-00.000019000000, -11.40000,
,,,-00.000018800000, -11.60000,
,,,-00.000018600000, -11.40000,
,,,-00.000018400000, -11.40000,
,,,-00.000018200000, -11.20000,
,,,-00.000018000000, -11.20000,
,,,-00.000017800000, -11.20000,
,,,-00.000017600000, -11.20000,
,,,-00.000017400000, -11.40000,
,,,-00.000017200000, -11.40000,
,,,-00.000017000000, -11.40000,
,,,-00.000016800000, -11.60000,
,,,-00.000016600000, -11.40000,
,,,-00.000016400000, -11.00000,
,,,-00.000016200000, -11.20000,
,,,-00.000016000000, -11.40000,
,,,-00.000015800000, -11.40000,
,,,-00.000015600000, -11.40000,
,,,-00.000015400000, -11.40000,
,,,-00.000015200000, -11.60000,
,,,-00.000015000000, -11.60000,
,,,-00.000014800000, -11.20000,
,,,-00.000014600000, -10.80000,
,,,-00.000014400000, -11.20000,
,,,-00.000014200000, -11.20000,
,,,-00.000014000000, -11.00000,
,,,-00.000013800000, -11.00000,
,,,-00.000013600000, -11.40000,
,,,-00.000013400000, -11.20000,
,,,-00.000013200000, -11.00000,
,,,-00.000013000000, -11.00000,
,,,-00.000012800000, -11.20000,
,,,-00.000012600000, -11.20000,
,,,-00.000012400000, -11.20000,
,,,-00.000012200000, -11.20000,
,,,-00.000012000000, -11.20000,
,,,-00.000011800000, -11.00000,
,,,-00.000011600000, -11.00000,
,,,-00.000011400000, -10.80000,
,,,-00.000011200000, -11.00000,
,,,-00.000011000000, -11.00000,
,,,-00.000010800000, -10.60000,
,,,-00.000010600000, -10.60000,
,,,-00.000010400000, -10.80000,
,,,-00.000010200000, -10.80000,
,,,-00.000010000000, -10.40000,
,,,-00.000009800000, -10.60000,
,,,-00.000009600000, -10.80000,
,,,-00.000009400000, -10.80000,
,,,-00.000009200000, -10.60000,
,,,-00.000009000000, -10.40000,
,,,-00.000008800000, -10.20000,
,,,-00.000008600000, -10.00000,
,,,-00.000008400000, -10.00000,
,,,-00.000008200000,  -9.40000,
